,element_type,osmid,geometry,name,amenity,landuse,shop
5862,node,4379211104,POINT (30.6829159 59.9024831),ГБУ ДО «Центр «Ладога»,school,,
5863,node,4379471177,POINT (30.5178695 59.828827),AsForsaj,cafe,,
5864,node,4379471178,POINT (30.5057092 59.831418),Аспект,pharmacy,,
5865,node,4379471179,POINT (30.489503 59.8425615),Аста,,,car_parts
5866,node,4379471180,POINT (30.5064731 59.8310635),Бродвей,bar,,
5867,node,4379471181,POINT (30.4897474 59.8407894),Невис,pharmacy,,
5868,node,4379471182,POINT (30.5034273 59.8312016),Перекрёсток,,,supermarket
5869,node,4379471183,POINT (30.5013578 59.8375315),Полидент+,dentist,,
5870,node,4379471184,POINT (30.4901977 59.841927),Радуга,pharmacy,,
5871,node,4379471490,POINT (30.5177094 59.8288655),,,,car_parts
5872,node,4379718983,POINT (30.4727023 59.8785696),Appetit,,,convenience
5873,node,4379718984,POINT (30.4739421 59.8823998),Laffa,restaurant,,
5874,node,4381976191,POINT (30.135709 59.8359366),Озерки,pharmacy,,
5875,node,4381994589,POINT (30.1464364 59.834918),Шаверма-бистро,fast_food,,
5876,node,4382041203,POINT (30.37963 59.8260513),Хачапури Хинкали,fast_food,,
5877,node,4382041204,POINT (30.3795326 59.8262139),Аль Шарк,fast_food,,
5878,node,4382071190,POINT (30.3794884 59.8262863),Теремок-кондитерская,cafe,,
5879,node,4382103389,POINT (30.3794509 59.8263507),Hardy's,fast_food,,
5880,node,4382160990,POINT (30.3794157 59.8264203),Hesburger,fast_food,,
5881,node,4382633589,POINT (30.3781946 59.8710813),Альфамед,dentist,,
5882,node,4382937108,POINT (30.3705341 59.9164615),,car_wash,,
5883,node,4382937201,POINT (30.3491247 59.9135843),Ника-фарм,pharmacy,,
5884,node,4382937902,POINT (30.347364 59.9073032),Вкусно и Недорого,cafe,,
5885,node,4382941190,POINT (30.2134188 59.8531881),,bank,,
5886,node,4382941191,POINT (30.2135666 59.8516307),,dentist,,
5887,node,4382941192,POINT (30.3346685 59.9169266),Столовая,fast_food,,
5888,node,4382943092,POINT (30.339224 59.9093419),Продукты,,,convenience
5889,node,4382955592,POINT (30.3431493 59.9140516),Елизаветино,cafe,,
5890,node,4383853796,POINT (30.340261 59.8534754),Суши Рай,fast_food,,
5891,node,4383942224,POINT (30.368046 59.8687905),,cafe,,
5892,node,4384729589,POINT (30.506309 59.8371752),Горздрав,pharmacy,,
5893,node,4384729690,POINT (30.3894532 59.8575062),Бюджетная стоматология,doctors,,
5894,node,4384729691,POINT (30.3894951 59.8574661),Продукты,,,convenience
5895,node,4384729789,POINT (30.3896382 59.85787),Глазурь,,,beauty
5896,node,4384729795,POINT (30.3781734 59.8456142),Горздрав,pharmacy,,
5897,node,4384736390,POINT (30.3811113 59.847374),Детская библиотека им. И. А. Крылова,library,,
5898,node,4384738590,POINT (30.3715032 59.8455355),Brazilian Blowout,,,beauty
5899,node,4384740589,POINT (30.3821653 59.8524833),Красота,,,beauty
5900,node,4384741890,POINT (30.3781031 59.8452874),Цезарь,restaurant,,
5901,node,4384743090,POINT (30.3806281 59.8472439),Желток,,,convenience
5902,node,4384744389,POINT (30.3850895 59.8484025),Градусы,,,alcohol
5903,node,4384744489,POINT (30.3835675 59.847998),Петербургские аптеки,pharmacy,,
5904,node,4384746891,POINT (30.3707033 59.8467384),Мастер ремонта,,,car_parts
5905,node,4384753989,POINT (30.3764862 59.8451596),Монополь,,,alcohol
5906,node,4384754089,POINT (30.3753599 59.8449148),Стоматологическая клиника №29,dentist,,
5907,node,4384754091,POINT (30.3727945 59.8455263),Кореана,,,car_parts
5908,node,4384795054,POINT (30.1449637 59.8523459),Macnamara,pub,,
5909,node,4384795058,POINT (30.144953 59.8528741),Долина Рейна,restaurant,,
5910,node,4384795059,POINT (30.1449608 59.8530084),OTTO Pizza & Wine,restaurant,,
5911,node,4384820237,POINT (30.1419562 59.8539135),Ароматный мир,,,alcohol
5912,node,4384821449,POINT (30.1425504 59.8511217),Olya Gerasimenko - авторское ателье,,,clothes
5913,node,4384821468,POINT (30.1419805 59.8528297),,,,convenience
5914,node,4385874598,POINT (30.2418052 59.84217),Сбербанк,bank,,
5915,node,4386350275,POINT (30.3002904 59.9284473),Sky wine bar,cafe,,
5916,node,4386701490,POINT (30.4864558 59.9150896),,,,convenience
5917,node,4386813396,POINT (30.2131597 59.8545815),Пятёрочка,,,supermarket
5918,node,4386833290,POINT (30.2184286 59.8537722),Горздрав,pharmacy,,
5919,node,4387444993,POINT (30.4176366 59.9400986),Гипер Лента,,,supermarket
5920,node,4387700022,POINT (30.3620901 59.8776592),КБ Невастройинвест,bank,,
5921,node,4388711793,POINT (30.5067177 59.8305449),Эврика,,,convenience
5922,node,4388732190,POINT (30.4891555 59.8411284),Эврика,,,convenience
5923,node,4388735189,POINT (30.5062025 59.8332483),Фермер,,,convenience
5924,node,4388767580,POINT (30.2126662 59.8577754),Одежда джинсы белье,,,clothes
5925,node,4388767581,POINT (30.2124664 59.857537),Одежда,,,clothes
5926,node,4388767582,POINT (30.2121338 59.8571518),Продукты,,,convenience
5927,node,4388778398,POINT (30.5803025 59.8068086),Дикси,,,supermarket
5928,node,4391384487,POINT (30.2099732 59.8594532),Своя атмосфера,,,beauty
5929,node,4391388389,POINT (30.4811146 59.8982172),Продукты,,,convenience
5930,node,4391394182,POINT (30.1975887 59.8612689),Бар-Хан,cafe,,
5931,node,4391918991,POINT (30.3615097 59.9253139),добрая кухня,cafe,,
5932,node,4392004190,POINT (30.3252664 59.9362219),Arancino,cafe,,
5933,node,4392288989,POINT (30.4710305 59.9264782),Интан,dentist,,
5934,node,4393219491,POINT (30.4633621 59.880658),Магнит,,,supermarket
5935,node,4393244489,POINT (30.3697065 59.8552647),Сандра,,,beauty
5936,node,4393244789,POINT (30.3702659 59.8553451),Продукты,,,convenience
5937,node,4393256189,POINT (30.4108914 59.8696509),Продукты,,,convenience
5938,node,4393301694,POINT (30.3810914 59.8536665),Живое пиво,,,alcohol
5939,node,4393322891,POINT (30.3810557 59.8537014),Вологодский текстиль,,,clothes
5940,node,4393349892,POINT (30.3941582 59.8506669),Румяный Хлеб,fast_food,,bakery
5941,node,4393402290,POINT (30.3882568 59.8491984),Doner Kebab,fast_food,,
5942,node,4393402890,POINT (30.2264445 59.8471429),Пекарня,fast_food,,
5943,node,4393580492,POINT (30.3538679 59.9271841),La casa del Habano,cafe,,
5944,node,4393820458,POINT (30.3842081 59.8661375),Продукты,,,convenience
5945,node,4393820459,POINT (30.3873991 59.8489988),Пятёрочка,,,supermarket
5946,node,4393820460,POINT (30.3953866 59.8511281),Пятёрочка,,,supermarket
5947,node,4393820461,POINT (30.320748 59.8538565),Сбербанк,bank,,
5948,node,4393820462,POINT (30.3841356 59.8662129),Шаверма,fast_food,,
5949,node,4394482090,POINT (30.4628338 59.9172817),Ароматный мир,,,alcohol
5950,node,4395040297,POINT (30.4930227 59.8950554),Бургер Кинг,fast_food,,
5951,node,4395426891,POINT (30.2227323 59.9349851),,,,car_repair
5952,node,4395447591,POINT (30.2224963 59.9351743),,,,car_repair
5953,node,4396235089,POINT (30.3319171 59.9264763),Leth,restaurant,,
5954,node,4396382748,POINT (30.4046839 59.7384317),Магнит,,,supermarket
5955,node,4396949089,POINT (30.383395 59.8737805),Векта,veterinary,,
5956,node,4397377502,POINT (30.2971206 59.8523984),,pharmacy,,
5957,node,4397389597,POINT (30.1439635 59.7888238),Продукты,,,convenience
5958,node,4397391099,POINT (30.1493435 59.7873075),Магнит,,,supermarket
5959,node,4397391595,POINT (30.1494223 59.7872882),Невис,pharmacy,,
5960,node,4397391795,POINT (30.1503704 59.7860227),,,,convenience
5961,node,4398247690,POINT (30.5072531 59.8973655),Клиника доктора Левкович,dentist,,
5962,node,4398451696,POINT (30.3693174 59.9297367),Дикси,,,supermarket
5963,node,4398451991,POINT (30.3694122 59.9298146),Столовкин,fast_food,,
5964,node,4398736195,POINT (30.4237527 59.9001555),,car_wash,,
5965,node,4398748791,POINT (30.4244427 59.9006529),,,,car_repair
5966,node,4401721498,POINT (30.3417879 59.918196),TJ,,,beauty
5967,node,4402281792,POINT (30.3226518 59.9361227),Tower,pub,,
5968,node,4402334704,POINT (30.3089954 59.8662169),Библиотека студгородка,library,,
5969,node,4402334705,POINT (30.3096505 59.8669231),Столовая,fast_food,,
5970,node,4402334706,POINT (30.3091121 59.8676206),Столовая,fast_food,,
5971,node,4402334707,POINT (30.3091517 59.8694812),Столовая,fast_food,,
5972,node,4402334708,POINT (30.3095799 59.8701532),Столовая,fast_food,,
5973,node,4402334709,POINT (30.3069854 59.870798),Столовая,fast_food,,
5974,node,4402334712,POINT (30.3078742 59.8676116),Столовая,fast_food,,
5975,node,4402334713,POINT (30.3074568 59.8669341),Столовая,fast_food,,
5976,node,4402334714,POINT (30.3070083 59.8662866),BayLeaf,fast_food,,
5977,node,4403234791,POINT (30.3840675 59.8419724),Белорусский продукт,,,convenience
5978,node,4403256990,POINT (30.3841009 59.8419412),Лит.Ра,,,alcohol
5979,node,4403256991,POINT (30.3833295 59.844066),Фармакор,pharmacy,,
5980,node,4403273616,POINT (30.3766749 59.8592214),Пятёрочка,,,supermarket
5981,node,4407009198,POINT (30.2165406 59.8329695),,,,clothes
5982,node,4407009199,POINT (30.2854997 59.8523945),ДжинсА,,,clothes
5983,node,4407017195,POINT (30.2191606 59.832853),СЕМЕЙНАЯ АПТЕКА,pharmacy,,
5984,node,4407017196,POINT (30.2389435 59.8408753),Шаверма,fast_food,,
5985,node,4407018190,POINT (30.218856 59.8333704),Дешево,,,convenience
5986,node,4407018192,POINT (30.2539716 59.8456224),Пятёрочка,,,supermarket
5987,node,4407018394,POINT (30.2146698 59.8329133),Продукты,,,convenience
5988,node,4407018395,POINT (30.2163192 59.8329772),,fast_food,,
5989,node,4407051889,POINT (30.2177658 59.833137),,pharmacy,,
5990,node,4408019690,POINT (30.3255705 59.9425906),Китайская грамота,restaurant,,
5991,node,4411424892,POINT (30.2487774 59.8683771),,,,convenience
5992,node,4411442889,POINT (30.1088277 59.7804484),Шаверма. Кура гриль,fast_food,,
5993,node,4411442890,POINT (30.1087384 59.7806931),Салон красоты,,,beauty
5994,node,4411442891,POINT (30.1087389 59.7807184),Секонд-хэнд,,,clothes
5995,node,4411442892,POINT (30.1087437 59.7809766),Beerhoff,,,alcohol
5996,node,4411443089,POINT (30.1087366 59.7804882),Атлантида,,,convenience
5997,node,4411443289,POINT (30.1087455 59.7808864),оАзис,cafe,,
5998,node,4411443889,POINT (30.2651648 59.8550954),Пятёрочка,,,supermarket
5999,node,4411483208,POINT (30.1546159 59.7944936),,,,convenience
6000,node,4411644490,POINT (30.2755409 59.8991043),Совкомбанк,bank,,
6001,node,4411704690,POINT (30.3995281 59.9178872),Деталика,,,car_parts
6002,node,4411830283,POINT (30.2638445 59.8510467),Лена,,,beauty
6003,node,4414034289,POINT (30.3672297 59.9421479),sea food,cafe,,
6004,node,4415251820,POINT (30.3783881 59.890274),Мир Матизов,,,car_repair
6005,node,4416130651,POINT (30.4795894 59.9086179),Дикси,,,supermarket
6006,node,4416130652,POINT (30.4796698 59.9085345),ВТБ,bank,,
6007,node,4416130653,POINT (30.4797369 59.9084619),Банк Санкт-Петербург,bank,,
6008,node,4416130654,POINT (30.4797959 59.9084175),Сбербанк,bank,,
6009,node,4416887697,POINT (30.3379852 59.8642421),Doner Kebab,fast_food,,
6010,node,4416888493,POINT (30.3474998 59.8621888),Сабрина,,,beauty
6011,node,4416893090,POINT (30.3508619 59.8596078),Ягуар,veterinary,,
6012,node,4416934489,POINT (30.3506262 59.8596189),La chocolate,,,beauty
6013,node,4417361357,POINT (30.3577891 59.9312103),Хлебник,fast_food,,bakery
6014,node,4417441098,POINT (30.4304823 59.6910514),Вкусная Шаверма,fast_food,,
6015,node,4418753696,POINT (30.2652921 59.9315825),Etlon Coffee,cafe,,
6016,node,4421920590,POINT (30.2978372 59.851279),,pharmacy,,
6017,node,4421965345,POINT (30.357456 59.8961903),Befree,,,clothes
6018,node,4421965346,POINT (30.3568435 59.8961688),Zolla,,,clothes
6019,node,4421965347,POINT (30.3574056 59.896202),O'Stin,,,clothes
6020,node,4422129389,POINT (30.368699 59.8977836),Бианка,,,convenience
6021,node,4423029595,POINT (30.2879895 59.9200194),,,,clothes
6022,node,4423080225,POINT (30.28203 59.9135873),"Носки, колготки, трикотаж",,,clothes
6023,node,4423298265,POINT (30.2923317 59.9224921),Уют,fast_food,,
6024,node,4423307682,POINT (30.2910857 59.9240262),Эльф,,,beauty
6025,node,4424699991,POINT (30.4765992 59.9298031),Продукты,,,convenience
6026,node,4425059890,POINT (30.4457795 59.8761651),Санкт-Петербург,bank,,
6027,node,4425472289,POINT (30.3892222 59.8577487),Коза Дереза,restaurant,,
6028,node,4426032911,POINT (30.1767762 59.8525718),Marco Polo,bar,,
6029,node,4426095190,POINT (30.4538074 59.8433517),Формула Опель,,,car_repair
6030,node,4426897090,POINT (30.2424366 59.8424478),,pharmacy,,
6031,node,4427090413,POINT (30.2910294 59.9236372),ВетАльянс,veterinary,,
6032,node,4427090414,POINT (30.2891176 59.9232129),Чача & Пури,cafe,,
6033,node,4427385892,POINT (30.3412894 59.9186667),МК Легион,,,car_parts
6034,node,4427591987,POINT (30.2731715 59.9148208),Lazzat,fast_food,,
6035,node,4427626134,POINT (30.414833 59.9467526),Primavera,,,beauty
6036,node,4427636310,POINT (30.2878281 59.9134533),,,,beauty
6037,node,4428547491,POINT (30.4252285 59.8329507),,library,,
6038,node,4428550389,POINT (30.4790815 59.9273062),25 часов,,,convenience
6039,node,4429404103,POINT (30.3488207 59.8338515),Ренессанс Кредит,bank,,
6040,node,4429678914,POINT (30.2746046 59.8768785),Магнит,,,supermarket
6041,node,4429970118,POINT (30.2628224 59.8796719),Max Burger,fast_food,,
6042,node,4429970122,POINT (30.2631798 59.8796159),,fast_food,,
6043,node,4429970123,POINT (30.2630738 59.8796279),,fast_food,,
6044,node,4431581890,POINT (30.3478487 59.8325847),Санкт-Петербург,bank,,
6045,node,4432093695,POINT (30.5101051 59.9030346),Магнит,,,supermarket
6046,node,4432201390,POINT (30.2580583 59.8408089),Престиж,,,convenience
6047,node,4432380657,POINT (30.2148781 59.8281781),Продукты,,,convenience
6048,node,4432407689,POINT (30.2232605 59.8273379),Одна копейка,,,convenience
6049,node,4436165357,POINT (30.3805934 59.9107672),Автосервис,,,car_repair
6050,node,4436181691,POINT (30.307283 59.8527326),Аптека 145,pharmacy,,
6051,node,4436231567,POINT (30.2835665 59.9238595),Своя комната,cafe,,
6052,node,4436383284,POINT (30.2871214 59.9246496),Север-Метрополь,cafe,,confectionery
6053,node,4436383285,POINT (30.2918644 59.9257205),Уют,fast_food,,
6054,node,4436383286,POINT (30.2874383 59.9247195),Пекаревъ,,,bakery
6055,node,4436383288,POINT (30.291634 59.9256684),Zaika,cafe,,
6056,node,4436516897,POINT (30.3127239 59.9368496),Суп и шаверма,fast_food,,
6057,node,4436516902,POINT (30.3129526 59.9368225),10 копеек,cafe,,
6058,node,4436778918,POINT (30.3131824 59.9365371),Династия,dentist,,
6059,node,4436874640,POINT (30.3142948 59.9360116),"36,6",pharmacy,,
6060,node,4436874642,POINT (30.3141384 59.9359557),Марка,fast_food,,
6061,node,4436874681,POINT (30.3097307 59.9346518),Проспект,restaurant,,
6062,node,4436959328,POINT (30.2979269 59.9344871),Хинкалъ-Паласъ,cafe,,
6063,node,4436997198,POINT (30.3051162 59.9288008),Bake Me Up,cafe,,
6064,node,4437077152,POINT (30.3176219 59.9345652),Терминал,,,clothes
6065,node,4437340520,POINT (30.1917654 59.8617574),РусАлка,,,alcohol
6066,node,4437348036,POINT (30.2823505 59.8507061),СДЭК,post_office,,
6067,node,4437655160,POINT (30.3936306 59.8442607),Рамус,clinic,,
6068,node,4437884675,POINT (30.3178778 59.9372966),Рок Стар Кафе,cafe,,
6069,node,4439196545,POINT (30.374566 59.9312641),Борщ,cafe,,
6070,node,4440029801,POINT (30.4697918 59.760173),Дикси,,,supermarket
6071,node,4440046690,POINT (30.4703562 59.7602822),Невис,pharmacy,,
6072,node,4440050890,POINT (30.4746867 59.7602716),Яблоня,,,convenience
6073,node,4440055789,POINT (30.4742575 59.7605176),Продукты,,,convenience
6074,node,4440057289,POINT (30.4728035 59.7602414),Погребок,,,convenience
6075,node,4440148589,POINT (30.4781608 59.7559792),Продукты,,,convenience
