name_1,geometry
Дукани,"LINESTRING (30.2899852 59.9177877, 30.289844408202512 59.917663072037406)"
Дукани,"LINESTRING (30.2899852 59.9177877, 30.289844408202512 59.917663072037406)"
МедЭкспресс+,"LINESTRING (30.290839 59.9168404, 30.290855310941016 59.91676685681079)"
Два Му,"LINESTRING (30.2909733 59.9182642, 30.290877164534574 59.9185316628272)"
Красное&Белое,"LINESTRING (30.290591 59.9181783, 30.290511261362777 59.918400144469715)"
,"LINESTRING (30.2917232 59.917835, 30.29170213808597 59.917929856367365)"
,"LINESTRING (30.2917232 59.917835, 30.29170213808597 59.917929856367365)"
M63,"LINESTRING (30.3181464 59.9091017, 30.318146859810494 59.909031156835034)"
Crazy Hunter,"LINESTRING (30.3398114 59.9091528, 30.33977937687571 59.909020828205776)"
Golden,"LINESTRING (30.2956532 59.9186858, 30.295627009691476 59.918803470467346)"
Лит.Ra,"LINESTRING (30.3168205 59.8402954, 30.316803839557373 59.841430221952585)"
Лит.Ra,"LINESTRING (30.3168205 59.8402954, 30.316803839557373 59.841430221952585)"
Сбербанк,"LINESTRING (30.3168611 59.8409308, 30.31685375717384 59.84143095479846)"
Семишагофф,"LINESTRING (30.2669531 59.9399036, 30.26698196034574 59.939803637716544)"
Линдфорс,"LINESTRING (30.2912201 59.925574, 30.291241621350764 59.925478992428914)"
Торт первый,"LINESTRING (30.5049839 59.8345718, 30.505149670098326 59.83435960286014)"
,"LINESTRING (30.1628995 59.7687029, 30.1522345 59.771933)"
,"LINESTRING (30.1628995 59.7687029, 30.1522345 59.771933)"
Musetti,"LINESTRING (30.5176496 59.8951284, 30.517316793470624 59.896413393138)"
Musetti,"LINESTRING (30.5176496 59.8951284, 30.517316793470624 59.896413393138)"
Acoola,"LINESTRING (30.5175177 59.8950533, 30.517174957104395 59.89637665825795)"
Ригла,"LINESTRING (30.5171973 59.8953568, 30.516948361661044 59.89631797121843)"
Ригла,"LINESTRING (30.5171973 59.8953568, 30.516948361661044 59.89631797121843)"
Bershka,"LINESTRING (30.5134943 59.8927639, 30.513640718089675 59.892187575049)"
Intimissimi,"LINESTRING (30.5147801 59.8930992, 30.514928579179088 59.89251476227238)"
Massimo Dutti,"LINESTRING (30.5166255 59.8932815, 30.516706339431348 59.892955067736295)"
Uniqlo,"LINESTRING (30.5150219 59.8928944, 30.51510507840294 59.89255852289263)"
Calzedonia,"LINESTRING (30.514301 59.8929819, 30.514450533452 59.89239331248608)"
Colin's,"LINESTRING (30.5137356 59.8925508, 30.513816531363716 59.89223224124587)"
Cropp,"LINESTRING (30.5144305 59.8927531, 30.514517578389828 59.8924103455708)"
FiNN FLARE,"LINESTRING (30.5139109 59.8926118, 30.513995760566843 59.89227777527575)"
Lady & Gentleman City,"LINESTRING (30.5165736 59.8946365, 30.516189041612407 59.896121311281036)"
Levi's,"LINESTRING (30.5145886 59.8927841, 30.514673490898918 59.89244995588387)"
Mango,"LINESTRING (30.5153766 59.8942397, 30.515753188265787 59.892719024284766)"
New Yorker,"LINESTRING (30.5139428 59.8928985, 30.514094147776994 59.89230277101354)"
Olsen,"LINESTRING (30.5126769 59.8923, 30.512776739729613 59.89194956832885)"
Pull & Bear,"LINESTRING (30.5140662 59.8926423, 30.51414892351567 59.89231668704998)"
Reserved,"LINESTRING (30.5138143 59.8928658, 30.51396563489818 59.892270121706616)"
WESTLAND,"LINESTRING (30.5148229 59.8928428, 30.514907594005106 59.892509430889305)"
Цех85,"LINESTRING (30.5148465 59.8940936, 30.515219629489525 59.892586890936265)"
Zara,"LINESTRING (30.5170791 59.8947767, 30.51669679354475 59.89625281638669)"
Le Coq Sportif,"LINESTRING (30.5121473 59.8921003, 30.512234276412766 59.89179501782631)"
Вкусно — и точка,"LINESTRING (30.511932 59.89194, 30.511992898957065 59.89172624818619)"
Фирменная торговля «Зенит»,"LINESTRING (30.5122534 59.8921997, 30.512358604177816 59.89183043942621)"
Felichito,"LINESTRING (30.3083578 59.9274925, 30.308254294234985 59.927497120865716)"
Peacocks,"LINESTRING (30.5118902 59.8931922, 30.512284210936887 59.891809244421104)"
Reebok,"LINESTRING (30.5132903 59.8936145, 30.513652083491195 59.89219046248321)"
befree,"LINESTRING (30.512271 59.8932845, 30.5126607441463 59.89191652060905)"
Эстель Адони,"LINESTRING (30.5120806 59.8932383, 30.512472464365835 59.89186287876124)"
Пятёрочка,"LINESTRING (30.1744467 59.8412497, 30.175375753583822 59.84128839609259)"
Camaieu,"LINESTRING (30.5137391 59.8941611, 30.51341733674442 59.89540345415769)"
Quiksilver,"LINESTRING (30.5115022 59.8927477, 30.5119822 59.8917232)"
Quiksilver,"LINESTRING (30.5115022 59.8927477, 30.5119822 59.8917232)"
Tezenis,"LINESTRING (30.5163258 59.8944732, 30.516702023104486 59.89295399881803)"
Subway,"LINESTRING (30.51462 59.89346, 30.514864291503645 59.89249842968325)"
Крошка Картошка,"LINESTRING (30.5147397 59.8932635, 30.51492983905673 59.89251508235027)"
Surf Coffee,"LINESTRING (30.5157119 59.8933071, 30.515851504646367 59.89274337187899)"
Rostic`s,"LINESTRING (30.5146819 59.8933187, 30.51488871704995 59.89250463510924)"
Бургер Кинг,"LINESTRING (30.5148685 59.8931372, 30.5150171963434 59.892536759309465)"
Momo,"LINESTRING (30.5156532 59.8936716, 30.51588124731088 59.89275073751148)"
Vita Juice,"LINESTRING (30.5153178 59.8937097, 30.515574118275104 59.892674678434716)"
Межрегиональный центр реабилитации лиц с проблемами слуха,"LINESTRING (30.427605 59.6858627, 30.427601563693724 59.68588913726183)"
Старый город,"LINESTRING (30.4023413 59.8413955, 30.40255435662913 59.84072751316582)"
Столовая Нива-СВ,"LINESTRING (30.2425369 59.8767704, 30.2424497 59.8749732)"
Столовая Нива-СВ,"LINESTRING (30.2425369 59.8767704, 30.2424497 59.8749732)"
Столовая Нива-СВ,"LINESTRING (30.2425369 59.8767704, 30.2424497 59.8749732)"
Продовольственный магазин,"LINESTRING (30.1634666 59.8392637, 30.1623637 59.8384004)"
Продовольственный магазин,"LINESTRING (30.1634666 59.8392637, 30.1623637 59.8384004)"
СиноМед,"LINESTRING (30.3206361 59.8888175, 30.320637122538574 59.888748955831005)"
СиноМед,"LINESTRING (30.3206361 59.8888175, 30.320637122538574 59.888748955831005)"
Брандмейстер,"LINESTRING (30.322624 59.8888819, 30.322625487063213 59.88877843086311)"
,"LINESTRING (30.3236471 59.8888642, 30.32364812144702 59.8887931282117)"
Форрест,"LINESTRING (30.3254545 59.8932102, 30.325423001721315 59.893346663978875)"
Дикси,"LINESTRING (30.2452475 59.8462676, 30.245474186589842 59.846699238668734)"
Фармакор,"LINESTRING (30.2454449 59.8461914, 30.24566027884036 59.84660150734686)"
Продукты,"LINESTRING (30.245507 59.8462625, 30.24567968605757 59.84659131512775)"
Rostic`s,"LINESTRING (30.4743823 59.9459307, 30.47402357104474 59.947306846239805)"
Usoff,"LINESTRING (30.2780883 59.9344863, 30.278159753518754 59.93431768552949)"
Сбербанк,"LINESTRING (30.2992795 59.8115406, 30.299411394379195 59.8121147744861)"
Молитвенный Дом ЦИХСПД,"LINESTRING (30.404629 59.9375098, 30.403907626847225 59.93777719500489)"
,"LINESTRING (30.2423136 59.8782607, 30.2424497 59.8749732)"
,"LINESTRING (30.2423136 59.8782607, 30.2424497 59.8749732)"
,"LINESTRING (30.2423136 59.8782607, 30.2424497 59.8749732)"
Райден,"LINESTRING (30.2485515 59.8526319, 30.24855025540488 59.851954198386316)"
Сбербанк,"LINESTRING (30.3605552 59.9359717, 30.360553128498164 59.93583641613368)"
Сбербанк,"LINESTRING (30.3605552 59.9359717, 30.360553128498164 59.93583641613368)"
Ароматный мир,"LINESTRING (30.3670977 59.938507, 30.367087620294626 59.93839627201886)"
Гастроном,"LINESTRING (30.3549801 59.9389753, 30.354978225687024 59.93890157917363)"
United Butchers,"LINESTRING (30.3602234 59.939103, 30.360460726797218 59.939088249504415)"
United Butchers,"LINESTRING (30.3602234 59.939103, 30.360460726797218 59.939088249504415)"
Городская стоматологическая поликлиника №22,"LINESTRING (30.3665105 59.9393233, 30.3664896928967 59.93912314355579)"
Городская стоматологическая поликлиника №22,"LINESTRING (30.3665105 59.9393233, 30.3664896928967 59.93912314355579)"
Сбербанк,"LINESTRING (30.3719443 59.9360354, 30.372025879828243 59.93594596058037)"
Кофе хауз,"LINESTRING (30.4708986 59.9180796, 30.471438897638787 59.91858435911192)"
Секонд хенд,"LINESTRING (30.4740197 59.9148098, 30.474524556209023 59.915281448871696)"
Восточный,"LINESTRING (30.4723986 59.9165918, 30.472880128541977 59.917041655601366)"
Счастливый взгляд,"LINESTRING (30.3580122 59.9252113, 30.357661886435068 59.9254382042623)"
Mouse Tail,"LINESTRING (30.3582227 59.9258846, 30.358031317190648 59.92600856201438)"
Takao,"LINESTRING (30.4764298 59.9145791, 30.475932513089504 59.914114698441395)"
Takao,"LINESTRING (30.4764298 59.9145791, 30.475932513089504 59.914114698441395)"
Радуга,"LINESTRING (30.4753099 59.9160758, 30.474664211913687 59.91547281096626)"
Радуга,"LINESTRING (30.4753099 59.9160758, 30.474664211913687 59.91547281096626)"
Стоматология,"LINESTRING (30.4736627 59.9175802, 30.47314642992225 59.91709807062216)"
Стоматология,"LINESTRING (30.4736627 59.9175802, 30.47314642992225 59.91709807062216)"
Центральная детская библиотека,"LINESTRING (30.4762248 59.9147958, 30.475728918062735 59.914332710504404)"
Центральная детская библиотека,"LINESTRING (30.4762248 59.9147958, 30.475728918062735 59.914332710504404)"
Алеф,"LINESTRING (30.4789914 59.9092565, 30.47938883809098 59.90969295924067)"
Ирина,"LINESTRING (30.4758554 59.9125419, 30.475766522873975 59.91291692047017)"
Секонд хенд,"LINESTRING (30.4802383 59.9079744, 30.480708756468843 59.90849104668742)"
Хачапури & Хинкали,"LINESTRING (30.479142 59.9090937, 30.47955221413024 59.90954418965326)"
Семишагофф,"LINESTRING (30.625327 59.9305893, 30.5594043 59.9731805)"
Семишагофф,"LINESTRING (30.625327 59.9305893, 30.5594043 59.9731805)"
